"t","Beta_0","Beta_1","Gamma_0","Phi_0","Q100","Median","Mean","Q100.SE","Q100.LL","Q100.UL","Year","Peak","n.window"
0.793893129770992,1.06586666738327,-0.00469090945842828,-0.697095494148492,0.0627902551881297,186511.831225544,62528.0469246728,69344.3766325811,15111.1105993273,156894.598684461,216129.063766627,1995,116000,86
0.801526717557252,1.06166657913258,-0.00475220424342305,-0.69473514457452,0.0641647207746159,187076.831452738,62342.2926818041,69212.1472402202,14823.9729294998,158022.378403121,216131.284502354,1996,74900,85
0.809160305343511,1.05707209024796,-0.00483634922844134,-0.693363687591529,0.0643360568333328,187088.604638745,62125.578353481,69009.5410066493,14422.0030483293,158821.998079093,215355.211198398,1997,50800,84
0.816793893129771,1.05257210129434,-0.00490593187354852,-0.691324937369048,0.0663313293238351,187812.395261663,61923.0410542325,68875.8149993662,14282.8598953572,159818.504270531,215806.286252795,1998,95200,83
0.824427480916031,1.04736945296243,-0.00500406732546887,-0.69095342131132,0.066430601469082,187636.210381038,61666.5385967541,68624.6290306257,14021.7344593236,160154.11583998,215118.304922097,1999,27000,82
0.83206106870229,1.04235599791983,-0.00512960484032188,-0.689660787786631,0.0664975307277784,187583.2693368,61428.0116189836,68396.9474530348,13851.6706952951,160434.493648313,214732.045025287,2000,39100,81
0.83969465648855,1.03690596643823,-0.00525337762231018,-0.688946238278394,0.0667768934271462,187502.756016243,61162.6621881837,68144.2907457453,13697.514169537,160656.121566224,214349.390466263,2001,31400,80
0.847328244274809,1.03115318498203,-0.00536260558078187,-0.688467691738066,0.0679963926138364,187696.760273356,60881.6552141706,67900.3682343511,13565.6924630857,161108.491620362,214285.028926351,2002,20500,79
0.854961832061069,1.02532989686959,-0.00546913155363781,-0.687624455708257,0.0707244322809896,188460.058097488,60603.225453027,67703.7867886897,13901.6806945054,161213.264611681,215706.851583294,2003,115000,78
0.862595419847328,1.01945600893023,-0.00562286421188232,-0.686368783691116,0.0726555515894211,189010.294322494,60324.7178297856,67488.3350177073,14300.6008204621,160981.631757104,217038.956887883,2004,98000,77
0.870229007633588,1.01297541376591,-0.00583139369887211,-0.685091418325853,0.0737604147260875,189249.504878905,60014.6227453538,67218.5276152944,14315.7132761813,161191.222444587,217307.787313222,2005,55900,76
0.877862595419847,1.00596993870947,-0.00606718055749494,-0.684252610332982,0.0753099224963344,189561.041207838,59674.9913271199,66928.7848485586,14407.7531543009,161322.363927265,217799.718488411,2006,47700,75
0.885496183206107,0.997614495906874,-0.00635900736342697,-0.685327387369915,0.0750542403956355,188903.550072374,59246.6880937418,66485.4510055817,14274.6188886161,160925.811157651,216881.288987096,2007,82600,74
0.893129770992366,0.988228000560081,-0.00667443856944412,-0.687290738616295,0.0754792746127037,188311.110391284,58759.7540266304,65996.3307083577,14868.6768224739,159169.03932147,217453.181461098,2008,26900,73
0.900763358778626,0.977308156496341,-0.00710730482626026,-0.689911289041176,0.073940725572021,186862.677762655,58186.5481899628,65360.8790571093,14667.5391460592,158114.829294547,215610.526230762,2009,43300,72
0.908396946564885,0.96548062085506,-0.00754581415476028,-0.692268663535452,0.0753285041442224,186431.209282275,57575.6965261148,64772.0982901042,14468.3744421327,158073.716460855,214788.702103695,2010,80200,71
0.916030534351145,0.954974541927316,-0.00785394235343587,-0.691896928012361,0.0786157776751118,187115.74454847,57059.717441115,64351.6695119419,15142.8425380355,157436.318550359,216795.170546581,2011,24800,70
0.923664122137405,0.942049087783113,-0.00829429127339547,-0.693502709266638,0.0789652200968884,186369.603502414,56399.1285147959,63689.2827610606,15019.5068780312,156931.910955921,215807.296048906,2012,28100,69
0.931297709923664,0.929077586586401,-0.00868641487137144,-0.694032933381906,0.0827358656909075,186991.52961288,55752.3533492518,63145.9878504118,15355.860391523,156894.59629387,217088.46293189,2013,102000,68
0.938931297709924,0.913465106460995,-0.00918496009845969,-0.696435766633984,0.0863034783818587,187159.012022325,54955.7750148816,62433.9190348714,15399.4513010174,156976.642090652,217341.381953997,2014,51300,67
0.946564885496183,0.896553506071676,-0.00967941953880732,-0.699317348723687,0.0927682784967835,188269.980026275,54095.0053144665,61738.7058839787,15627.0397608213,157641.54491009,218898.41514246,2015,43800,66
0.954198473282443,0.87792142798219,-0.010166888382715,-0.704244237478038,0.0993873893577955,189096.805013833,53129.6228817704,60929.4469362168,16333.3634150381,157084.000973955,221109.609053712,2016,185000,65
0.961832061068702,0.864217507019817,-0.0103475467643269,-0.70550213471779,0.104080505664611,190007.666399571,52441.1697985114,60370.249764627,16505.7944801207,157656.903682314,222358.429116827,2017,37000,64
0.969465648854962,0.849604736987079,-0.0105386654635036,-0.707724596588041,0.109218840460692,190926.859160275,51699.176811671,59764.3826995355,25108.1037016716,141715.880184902,240137.838135648,2018,42200,63
0.977099236641221,0.841918425438159,-0.0103341185126147,-0.708300630121562,0.109761454653639,190667.582271833,51310.51743752,59387.4141976869,26552.0969961333,138626.428445397,242708.736098268,2019,62100,62
0.984732824427481,0.836637826840783,-0.0100289461708716,-0.707157418509857,0.11468071664794,192501.859363618,51065.7935009116,59301.1613868762,28618.1787904661,136411.259631176,248592.459096059,2020,150000,61
0.99236641221374,0.830792796688651,-0.00973139967371161,-0.709046691012473,0.116893719256309,192801.436593688,50760.052494756,59047.452554231,31621.6277530851,130824.185065109,254778.688122267,2021,69400,60
1,0.826989422197831,-0.00935221934773543,-0.710615826002343,0.121418123511542,194182.749754467,50563.4741589466,58976.9195231727,33147.8805047627,129214.097801295,259151.401707639,2022,48100,59
